         481573117 function calls (477158168 primitive calls) in 1291.467 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\plotly\validators\layout\xaxis\rangeselector\button\_label.py:6(__init__)
      100    0.000    0.000    0.000    0.000 {method 'extend' of 'array.array' objects}
        5    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\pandas\io\parsers.py:2926(_get_lines)
        1    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\numpy\lib\index_tricks.py:247(__getitem__)
        1    0.000    0.000    0.000    0.000 C:\Python34\lib\ipaddress.py:1066(_ip_int_from_string)
        1    0.000    0.000   31.071   31.071 C:\Python34\lib\site-packages\plotly\api\v1\utils.py:62(request)
        1    0.000    0.000    0.010    0.010 C:\Python34\lib\site-packages\plotly\validators\layout\geo\lonaxis\__init__.py:1(<module>)
       49    0.000    0.000    0.001    0.000 C:\Python34\lib\site-packages\pandas\core\dtypes\missing.py:26(isna)
        1    0.000    0.000    0.010    0.010 C:\Python34\lib\site-packages\plotly\validators\layout\geo\lataxis\__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _isdir}
        1    0.000    0.000    0.236    0.236 C:\Python34\lib\site-packages\requests\sessions.py:405(prepare_request)
        1    0.000    0.000    0.007    0.007 C:\Python34\lib\site-packages\plotly\graph_objs\layout\scene\_domain.py:128(__init__)
       10    0.000    0.000    0.000    0.000 C:\Python34\lib\email\message.py:463(get)
       22    0.000    0.000    0.000    0.000 C:\Python34\lib\threading.py:329(notify)
       24    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\requests\cookies.py:51(get_full_url)
       15    0.000    0.000    0.000    0.000 C:\Python34\lib\xml\etree\ElementTree.py:677(findall)
        3    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {built-in method QueryValueEx}
      117    0.000    0.000    0.000    0.000 C:\Python34\lib\_collections_abc.py:135(__subclasshook__)
        1    0.000    0.000    0.010    0.010 C:\Python34\lib\site-packages\plotly\validators\scatter\line\__init__.py:1(<module>)
       22    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\pandas\core\dtypes\common.py:1596(is_extension_type)
        1    0.000    0.000   27.533   27.533 C:\Python34\lib\http\client.py:347(_read_status)
        1    0.000    0.000    0.007    0.007 C:\Python34\lib\site-packages\plotly\graph_objs\layout\polar\radialaxis\_tickfont.py:144(__init__)
        1    0.000    0.000    0.007    0.007 C:\Python34\lib\site-packages\plotly\graph_objs\layout\geo\projection\_rotation.py:90(__init__)
       37    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
       56    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\pandas\core\dtypes\common.py:478(is_categorical_dtype)
        1    0.000    0.000    0.015    0.015 C:\Python34\lib\site-packages\plotly\graph_objs\layout\geo\_projection.py:140(__init__)
        5    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\pandas\core\indexes\base.py:1123(set_names)
        2    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\urllib3\response.py:567(read_chunked)
        1    0.000    0.000    0.008    0.008 C:\Python34\lib\site-packages\plotly\graph_objs\layout\polar\_domain.py:128(__init__)
        5    0.000    0.000    0.003    0.001 C:\Python34\lib\site-packages\pandas\io\common.py:171(get_filepath_or_buffer)
        1    0.000    0.000    0.009    0.009 C:\Python34\lib\site-packages\plotly\validators\layout\polar\__init__.py:1(<module>)
       25    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\pandas\core\series.py:340(name)
       63    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\xlrd\sheet.py:479(row_types)
        5    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\pandas\io\parsers.py:2800(_get_index_name)
        1    0.000    0.000    0.014    0.014 C:\Python34\lib\site-packages\plotly\graph_objs\layout\_hoverlabel.py:225(__init__)
        1    0.000    0.000    0.007    0.007 C:\Python34\lib\site-packages\plotly\graph_objs\layout\_font.py:144(__init__)
        2    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\pandas\core\indexes\base.py:666(_try_convert_to_int_index)
       20    0.000    0.000    0.001    0.000 C:\Python34\lib\site-packages\pandas\core\frame.py:2141(_getitem_column)
        1    0.000    0.000    0.007    0.007 C:\Python34\lib\site-packages\plotly\graph_objs\layout\legend\_font.py:144(__init__)
        1    0.000    0.000    0.233    0.233 C:\Python34\lib\site-packages\requests\models.py:448(prepare_body)
       22    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.007    0.007 C:\Python34\lib\site-packages\plotly\graph_objs\layout\_titlefont.py:144(__init__)
        7    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\pandas\core\indexes\base.py:733(_get_attributes_dict)
        1    0.000    0.000    0.008    0.008 C:\Python34\lib\site-packages\plotly\graph_objs\layout\mapbox\_domain.py:128(__init__)
        1    0.000    0.000    0.000    0.000 C:\Python34\lib\uuid.py:512(_windll_getnode)
        1    0.000    0.000    0.009    0.009 C:\Python34\lib\site-packages\plotly\graph_objs\layout\geo\_domain.py:150(__init__)
        1    0.000    0.000    0.007    0.007 C:\Python34\lib\site-packages\plotly\graph_objs\layout\xaxis\_tickfont.py:144(__init__)
        1    0.000    0.000   31.068   31.068 C:\Python34\lib\site-packages\requests\sessions.py:445(request)
        1    0.000    0.000    0.006    0.006 C:\Python34\lib\site-packages\plotly\graph_objs\layout\scene\zaxis\_titlefont.py:144(__init__)
        1    0.000    0.000    0.007    0.007 C:\Python34\lib\site-packages\plotly\graph_objs\layout\scene\yaxis\_titlefont.py:144(__init__)
        2    0.000    0.000    0.001    0.000 C:\Python34\lib\site-packages\pandas\core\frame.py:902(to_dict)
       24    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\pandas\core\internals.py:4501(internal_values)
       25    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\pandas\core\internals.py:341(iget)
        7    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\pandas\core\indexes\base.py:433(_shallow_copy)
        1    0.000    0.000    0.026    0.026 C:\Python34\lib\site-packages\plotly\graph_objs\layout\scene\_camera.py:134(__init__)
        1    0.000    0.000    0.007    0.007 C:\Python34\lib\site-packages\plotly\graph_objs\layout\scene\xaxis\_tickfont.py:144(__init__)
        2    0.000    0.000    0.000    0.000 C:\Python34\lib\json\decoder.py:287(__init__)
       18    0.000    0.000    0.000    0.000 C:\Python34\lib\email\_policybase.py:281(header_source_parse)
       10    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\pandas\core\internals.py:311(ftype)
       15    0.000    0.000    0.000    0.000 {method 'findall' of 'xml.etree.ElementTree.Element' objects}
        9    0.000    0.000    0.000    0.000 C:\Python34\lib\re.py:192(split)
        1    0.000    0.000    0.007    0.007 C:\Python34\lib\site-packages\plotly\graph_objs\layout\scene\xaxis\_titlefont.py:144(__init__)
        1    0.000    0.000    1.562    1.562 C:\Python34\lib\http\client.py:1163(_send_request)
        2    0.000    0.000    0.001    0.000 C:\Python34\lib\http\cookiejar.py:1574(make_cookies)
        5    0.000    0.000    0.003    0.001 C:\Python34\lib\site-packages\pandas\core\frame.py:6123(_arrays_to_mgr)
        7    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\requests\sessions.py:49(merge_setting)
        4    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        1    0.000    0.000    0.007    0.007 C:\Python34\lib\site-packages\plotly\graph_objs\layout\ternary\aaxis\_tickfont.py:144(__init__)
        5    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\pandas\core\indexes\base.py:2018(equals)
        1    0.000    0.000    0.007    0.007 C:\Python34\lib\site-packages\plotly\graph_objs\layout\yaxis\_tickfont.py:144(__init__)
        1    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\urllib3\connectionpool.py:161(__init__)
       16    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\pandas\core\dtypes\dtypes.py:678(is_dtype)
        1    0.000    0.000    0.006    0.006 C:\Python34\lib\site-packages\plotly\graph_objs\layout\scene\camera\_center.py:80(__init__)
       16    0.000    0.000    0.000    0.000 C:\Python34\lib\sre_parse.py:67(__init__)
        1    0.000    0.000    1.433    1.433 C:\Python34\lib\site-packages\urllib3\util\ssl_.py:215(create_urllib3_context)
        1    0.000    0.000    0.007    0.007 C:\Python34\lib\site-packages\plotly\graph_objs\layout\scene\camera\_eye.py:80(__init__)
        3    0.000    0.000    0.000    0.000 C:\Python34\lib\encodings\idna.py:147(encode)
        5    0.000    0.000    0.002    0.000 C:\Python34\lib\site-packages\pandas\io\parsers.py:2291(_convert_data)
       12    0.000    0.000    0.001    0.000 C:\Python34\lib\site-packages\plotly\utils.py:100(ensure_file_exists)
        1    0.000    0.000    0.007    0.007 C:\Python34\lib\site-packages\plotly\graph_objs\layout\ternary\aaxis\_titlefont.py:144(__init__)
        1    0.000    0.000    0.006    0.006 C:\Python34\lib\site-packages\plotly\graph_objs\layout\scene\yaxis\_tickfont.py:144(__init__)
        1    0.000    0.000    0.170    0.170 C:\Python34\lib\site-packages\urllib3\util\connection.py:36(create_connection)
        1    0.000    0.000   27.533   27.533 C:\Python34\lib\http\client.py:379(begin)
        1    0.000    0.000    0.005    0.005 C:\Python34\lib\site-packages\plotly\validators\layout\ternary\aaxis\titlefont\__init__.py:1(<module>)
       25    0.000    0.000    0.001    0.000 C:\Python34\lib\site-packages\pandas\core\base.py:817(__iter__)
       33    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\pandas\core\dtypes\common.py:409(is_period_dtype)
        1    0.000    0.000    0.000    0.000 {method 'add' of 'pandas._libs.lib.BlockPlacement' objects}
        1    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\plotly\graph_objs\layout\polar\_radialaxis.py:101(categoryarray)
        1    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\urllib3\poolmanager.py:57(_default_key_normalizer)
        1    0.000    0.000    0.001    0.001 C:\Users\khai.bui\Desktop\Operations\5. Eclipse\Python HJS-LS\src\data\data.py:21(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\plotly\validators\layout\ternary\caxis\titlefont\_size.py:1(<module>)
        1    0.000    0.000    0.006    0.006 C:\Python34\lib\site-packages\plotly\graph_objs\layout\scene\camera\_up.py:80(__init__)
       27    0.000    0.000    0.000    0.000 {method 'quantize' of 'decimal.Decimal' objects}
        1    0.000    0.000    0.008    0.008 C:\Python34\lib\site-packages\plotly\graph_objs\layout\xaxis\_titlefont.py:144(__init__)
        1    0.000    0.000    0.007    0.007 C:\Python34\lib\site-packages\plotly\graph_objs\layout\ternary\caxis\_titlefont.py:144(__init__)
        1    0.000    0.000    0.006    0.006 C:\Python34\lib\site-packages\plotly\graph_objs\layout\polar\angularaxis\_tickfont.py:144(__init__)
        1    0.000    0.000    0.006    0.006 C:\Python34\lib\site-packages\plotly\validators\layout\hoverlabel\__init__.py:1(<module>)
        1    0.000    0.000   30.831   30.831 C:\Python34\lib\site-packages\requests\adapters.py:393(send)
       26    0.000    0.000    0.000    0.000 {built-in method encode_basestring_ascii}
       18    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\urllib3\_collections.py:150(__getitem__)
        1    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\plotly\validators\layout\geo\projection\_parallels.py:6(__init__)
        1    0.000    0.000    0.007    0.007 C:\Python34\lib\site-packages\plotly\validators\layout\ternary\domain\__init__.py:1(<module>)
       10    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\pandas\io\common.py:76(_is_url)
        1    0.000    0.000    0.007    0.007 C:\Python34\lib\site-packages\plotly\graph_objs\layout\ternary\caxis\_tickfont.py:144(__init__)
        8    0.000    0.000    0.000    0.000 C:\Python34\lib\http\cookiejar.py:1641(set_cookie)
        8    0.000    0.000    0.000    0.000 C:\Python34\lib\calendar.py:597(timegm)
       30    0.000    0.000    0.000    0.000 {method 'tolist' of 'numpy.ndarray' objects}
        5    0.000    0.000    0.000    0.000 C:\Python34\lib\collections\__init__.py:215(fromkeys)
       16    0.000    0.000    0.000    0.000 C:\Python34\lib\http\cookiejar.py:663(escape_path)
        1    0.000    0.000    0.006    0.006 C:\Python34\lib\site-packages\plotly\validators\layout\mapbox\domain\__init__.py:1(<module>)
        4    0.000    0.000    0.000    0.000 C:\Python34\lib\http\cookiejar.py:1236(__init__)
        4    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\pandas\core\indexes\numeric.py:35(__new__)
        1    0.000    0.000    0.006    0.006 C:\Python34\lib\site-packages\plotly\validators\layout\polar\domain\__init__.py:1(<module>)
        1    0.000    0.000    0.006    0.006 C:\Python34\lib\site-packages\plotly\graph_objs\layout\scene\_aspectratio.py:80(__init__)
       30    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\pandas\core\frame.py:422(<genexpr>)
        1    0.000    0.000    0.006    0.006 C:\Python34\lib\site-packages\plotly\graph_objs\layout\scene\zaxis\_tickfont.py:144(__init__)
        1    0.000    0.000    1.433    1.433 C:\Python34\lib\ssl.py:345(__new__)
        1    0.000    0.000    0.005    0.005 C:\Python34\lib\site-packages\plotly\validators\scatter\selected\marker\__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\xlrd\timemachine.py:10(<module>)
       32    0.000    0.000    0.000    0.000 C:\Python34\lib\email\_policybase.py:269(_sanitize_header)
        1    0.000    0.000   33.375   33.375 C:\Python34\lib\site-packages\plotly\tools.py:1449(return_figure_from_figure_or_data)
        1    0.000    0.000    0.006    0.006 C:\Python34\lib\site-packages\plotly\validators\layout\xaxis\rangeselector\button\__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\plotly\graph_objs\layout\scene\_xaxis.py:32(backgroundcolor)
      131    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.007    0.007 C:\Python34\lib\site-packages\plotly\validators\layout\geo\domain\__init__.py:1(<module>)
       24    0.000    0.000    0.000    0.000 {method 'sum' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.006    0.006 C:\Python34\lib\site-packages\plotly\validators\scatter\marker\gradient\__init__.py:1(<module>)
        1    0.000    0.000    0.005    0.005 C:\Python34\lib\site-packages\plotly\validators\layout\scene\domain\__init__.py:1(<module>)
        6    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\pandas\core\internals.py:3527(_consolidate_check)
        1    0.000    0.000    0.007    0.007 C:\Python34\lib\site-packages\plotly\graph_objs\layout\polar\radialaxis\_titlefont.py:144(__init__)
        1    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\requests\sessions.py:344(__init__)
        1    0.000    0.000    0.007    0.007 C:\Python34\lib\site-packages\plotly\graph_objs\layout\xaxis\rangeselector\_font.py:144(__init__)
       60    0.000    0.000    0.000    0.000 C:\Python34\lib\ntpath.py:59(_get_dot)
        1    0.000    0.000    0.005    0.005 C:\Python34\lib\site-packages\plotly\validators\layout\yaxis\tickfont\__init__.py:1(<module>)
       26    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\numpy\core\_methods.py:45(_all)
      165    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\xlrd\timemachine.py:31(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\plotly\graph_objs\layout\polar\_angularaxis.py:302(gridwidth)
        4    0.000    0.000    0.000    0.000 C:\Python34\lib\email\message.py:498(get_all)
       31    0.000    0.000    0.000    0.000 {method '_setevents' of 'xml.etree.ElementTree.XMLParser' objects}
        1    0.000    0.000    0.005    0.005 C:\Python34\lib\site-packages\plotly\graph_objs\layout\xaxis\rangeslider\_yaxis.py:77(__init__)
       30    0.000    0.000    0.000    0.000 C:\Python34\lib\xml\etree\ElementTree.py:554(__init__)
        1    0.000    0.000    0.001    0.001 C:\Python34\lib\site-packages\plotly\plotly\plotly.py:77(_plot_option_logic)
        1    0.000    0.000    0.131    0.131 C:\Python34\lib\site-packages\urllib3\util\ssl_.py:278(ssl_wrap_socket)
       76    0.000    0.000    0.000    0.000 {built-in method proxy}
        1    0.000    0.000    0.006    0.006 C:\Python34\lib\site-packages\plotly\validators\layout\geo\projection\__init__.py:1(<module>)
        1    0.000    0.000    0.006    0.006 C:\Python34\lib\site-packages\plotly\graph_objs\layout\hoverlabel\_font.py:144(__init__)
       83    0.000    0.000    0.000    0.000 {built-in method iter}
       47    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\pandas\core\dtypes\common.py:118(is_sparse)
        5    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\xlrd\xlsx.py:282(__init__)
        1    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\plotly\validators\layout\scene\yaxis\tickfont\_size.py:6(__init__)
        3    0.000    0.000    0.000    0.000 C:\Python34\lib\ntpath.py:318(expanduser)
        1    0.000    0.000    0.005    0.005 C:\Python34\lib\site-packages\plotly\validators\layout\xaxis\titlefont\__init__.py:1(<module>)
        1    0.000    0.000    0.001    0.001 C:\Python34\lib\site-packages\requests\adapters.py:254(build_response)
       60    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\pandas\core\internals.py:3055(<genexpr>)
        1    0.000    0.000    0.005    0.005 C:\Python34\lib\site-packages\plotly\graph_objs\layout\grid\_domain.py:82(__init__)
        1    0.000    0.000   27.533   27.533 C:\Python34\lib\http\client.py:1184(getresponse)
       32    0.000    0.000    0.000    0.000 C:\Python34\lib\sre_compile.py:545(isstring)
       57    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\pandas\core\internals.py:3130(_get_items)
        1    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\requests\models.py:592(__init__)
       24    0.000    0.000    0.000    0.000 C:\Python34\lib\_collections_abc.py:456(__init__)
        1    0.000    0.000    0.005    0.005 C:\Python34\lib\site-packages\plotly\validators\layout\geo\projection\rotation\__init__.py:1(<module>)
        5    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\requests\structures.py:40(__init__)
        6    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\plotly\validators\layout\xaxis\rangeselector\button\_count.py:6(__init__)
        1    0.000    0.000    0.001    0.001 C:\Python34\lib\site-packages\pandas\core\frame.py:3042(set_index)
      138    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.005    0.005 C:\Python34\lib\site-packages\plotly\validators\layout\ternary\aaxis\tickfont\__init__.py:1(<module>)
      169    0.000    0.000    0.000    0.000 {built-in method ord}
        5    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\xlrd\book.py:653(initialise_format_info)
        1    0.000    0.000    0.005    0.005 C:\Python34\lib\site-packages\plotly\validators\layout\legend\font\__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\requests\models.py:351(prepare_url)
        1    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\urllib3\response.py:113(__init__)
        1    0.000    0.000    0.004    0.004 C:\Python34\lib\site-packages\plotly\graph_objs\layout\mapbox\_center.py:66(__init__)
        1    0.000    0.000    0.005    0.005 C:\Python34\lib\site-packages\plotly\validators\layout\scene\yaxis\titlefont\__init__.py:1(<module>)
        2    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\urllib3\packages\ssl_match_hostname\_implementation.py:26(_dnsname_match)
       21    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\six.py:184(find_module)
        8    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\requests\cookies.py:343(set_cookie)
        1    0.000    0.000    0.000    0.000 C:\Python34\lib\http\client.py:317(__init__)
        1    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\plotly\validators\layout\yaxis\tickfont\_family.py:1(<module>)
       50    0.000    0.000    0.000    0.000 C:\Python34\lib\ntpath.py:41(_get_sep)
        1    0.000    0.000    0.000    0.000 C:\Python34\lib\http\cookiejar.py:1331(add_cookie_header)
        1    0.000    0.000    0.000    0.000 C:\Python34\lib\codecs.py:1052(<dictcomp>)
        1    0.000    0.000    0.005    0.005 C:\Python34\lib\site-packages\plotly\validators\layout\shape\line\__init__.py:1(<module>)
        1    0.000    0.000    0.004    0.004 C:\Python34\lib\site-packages\plotly\validators\layout\scene\camera\up\__init__.py:1(<module>)
        1    0.000    0.000    0.005    0.005 C:\Python34\lib\site-packages\plotly\validators\layout\polar\radialaxis\tickfont\__init__.py:1(<module>)
        5    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\pandas\io\parsers.py:1392(_maybe_make_multi_index_columns)
        3    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\xlrd\xlsx.py:67(augment_keys)
       16    0.000    0.000    0.000    0.000 C:\Python34\lib\sre_parse.py:758(fix_flags)
        1    0.000    0.000    0.005    0.005 C:\Python34\lib\site-packages\plotly\validators\layout\ternary\caxis\titlefont\__init__.py:1(<module>)
        1    0.000    0.000    0.005    0.005 C:\Python34\lib\site-packages\plotly\validators\layout\polar\radialaxis\titlefont\__init__.py:1(<module>)
       24    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\pandas\core\series.py:400(_values)
        1    0.000    0.000    0.005    0.005 C:\Python34\lib\site-packages\plotly\validators\layout\scene\camera\center\__init__.py:1(<module>)
        1    0.000    0.000    0.005    0.005 C:\Python34\lib\site-packages\plotly\validators\layout\scene\camera\eye\__init__.py:1(<module>)
        1    0.000    0.000    0.006    0.006 C:\Python34\lib\site-packages\plotly\validators\layout\titlefont\__init__.py:1(<module>)
        1    0.000    0.000    0.005    0.005 C:\Python34\lib\site-packages\plotly\validators\layout\scene\xaxis\titlefont\__init__.py:1(<module>)
        5    0.000    0.000    0.022    0.004 C:\Python34\lib\site-packages\xlrd\xlsx.py:25(ensure_elementtree_imported)
        8    0.000    0.000    0.000    0.000 C:\Python34\lib\http\cookiejar.py:712(is_third_party)
        1    0.000    0.000    0.115    0.115 C:\Python34\lib\ssl.py:800(do_handshake)
        1    0.000    0.000    0.005    0.005 C:\Python34\lib\site-packages\plotly\validators\scatter\unselected\marker\__init__.py:1(<module>)
        1    0.000    0.000    0.005    0.005 C:\Python34\lib\site-packages\plotly\validators\scatter\marker\colorbar\titlefont\__init__.py:1(<module>)
        8    0.000    0.000    0.000    0.000 C:\Python34\lib\http\cookiejar.py:75(_timegm)
       33    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\_plotly_utils\basevalidators.py:1625(validate_coerce)
       15    0.000    0.000    0.000    0.000 C:\Python34\lib\urllib\parse.py:96(<genexpr>)
        8    0.000    0.000    0.000    0.000 C:\Python34\lib\http\cookiejar.py:633(request_path)
        1    0.000    0.000    0.005    0.005 C:\Python34\lib\site-packages\plotly\validators\layout\hoverlabel\font\__init__.py:1(<module>)
        1    0.000    0.000    0.002    0.002 C:\Python34\lib\site-packages\requests\utils.py:166(get_netrc_auth)
       25    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\pandas\core\series.py:326(_set_subtyp)
       19    0.000    0.000    0.000    0.000 C:\Python34\lib\codecs.py:257(__init__)
        1    0.000    0.000    0.005    0.005 C:\Python34\lib\site-packages\plotly\validators\layout\scene\camera\__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Python34\lib\email\feedparser.py:139(__init__)
       18    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\urllib3\_collections.py:208(add)
       24    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\numpy\core\_methods.py:34(_sum)
        1    0.000    0.000    0.005    0.005 C:\Python34\lib\site-packages\plotly\validators\layout\scene\zaxis\tickfont\__init__.py:1(<module>)
       11    0.000    0.000    0.000    0.000 C:\Python34\lib\sre_parse.py:267(_class_escape)
        1    0.000    0.000    0.005    0.005 C:\Python34\lib\site-packages\plotly\validators\layout\ternary\caxis\tickfont\__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\urllib3\response.py:441(from_httplib)
        3    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\requests\models.py:872(json)
        5    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\pandas\io\parsers.py:1652(_do_date_conversions)
        1    0.000    0.000    0.005    0.005 C:\Python34\lib\site-packages\plotly\validators\layout\polar\angularaxis\tickfont\__init__.py:1(<module>)
        8    0.000    0.000    0.000    0.000 C:\Python34\lib\http\client.py:683(_safe_read)
       21    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\pkg_resources\_vendor\six.py:184(find_module)
        2    0.000    0.000    0.001    0.000 C:\Python34\lib\site-packages\urllib3\_collections.py:86(clear)
        1    0.000    0.000    0.005    0.005 C:\Python34\lib\site-packages\plotly\validators\layout\xaxis\rangeselector\font\__init__.py:1(<module>)
        3    0.000    0.000   12.479    4.160 C:\Users\khai.bui\.p2\pool\plugins\org.python.pydev.core_6.4.4.201807281807\pysrc\pydev_sitecustomize\sitecustomize.py:155(input)
        1    0.000    0.000    0.005    0.005 C:\Python34\lib\site-packages\plotly\validators\layout\scene\zaxis\titlefont\__init__.py:1(<module>)
       16    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\numpy\core\numeric.py:701(<genexpr>)
       25    0.000    0.000    0.000    0.000 {built-in method checknull}
        1    0.000    0.000    0.005    0.005 C:\Python34\lib\site-packages\plotly\validators\scatter\marker\colorbar\tickfont\__init__.py:1(<module>)
       25    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\pandas\core\internals.py:4799(_asarray_compat)
       19    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\pandas\core\base.py:762(_values)
        1    0.000    0.000    0.005    0.005 C:\Python34\lib\site-packages\plotly\validators\layout\yaxis\titlefont\__init__.py:1(<module>)
        1    0.000    0.000    0.005    0.005 C:\Python34\lib\site-packages\plotly\validators\layout\scene\yaxis\tickfont\__init__.py:1(<module>)
       25    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\pandas\core\dtypes\inference.py:365(is_hashable)
       21    0.000    0.000    0.000    0.000 C:\Python34\lib\email\feedparser.py:74(readline)
        6    0.000    0.000    0.000    0.000 C:\Python34\lib\threading.py:75(RLock)
       31    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        1    0.000    0.000    0.005    0.005 C:\Python34\lib\site-packages\plotly\validators\layout\ternary\baxis\titlefont\__init__.py:1(<module>)
        1    0.000    0.000    0.005    0.005 C:\Python34\lib\site-packages\plotly\validators\layout\scene\aspectratio\__init__.py:1(<module>)
        4    0.000    0.000    0.000    0.000 C:\Python34\lib\http\cookiejar.py:870(__init__)
        3    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\requests\cookies.py:507(cookiejar_from_dict)
        6    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\plotly\validators\layout\xaxis\rangeselector\button\_step.py:6(__init__)
        1    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\xlrd\book.py:282(Book)
       40    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
       12    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\pandas\core\indexes\base.py:1597(<lambda>)
       11    0.000    0.000    0.000    0.000 C:\Python34\lib\distutils\version.py:318(<listcomp>)
        2    0.000    0.000    0.001    0.001 C:\Python34\lib\site-packages\plotly\tools.py:146(get_credentials_file)
        5    0.000    0.000    0.000    0.000 C:\Python34\lib\site-packages\xlrd\book.py:464(sheet_by_name)
       23    0.000    0.000    0.000    0.000 C:\Python34\lib\threading.py:234(__enter__)
